2181,Science,What is the term for the force that keeps planets in orbit around the sun?,Magnetic force,Gravitational force,Nuclear force,Electromagnetic force,B,Gravitational force provides the centripetal force needed for orbital motion,Easy
2182,Science,Which gas is produced when metals react with acids?,Oxygen,Hydrogen,Carbon dioxide,Nitrogen,B,Metals typically produce hydrogen gas when reacting with acids,Easy
2183,Science,What is the basic unit of electric current?,Volt,Ampere,Ohm,Watt,B,The ampere measures the flow of electric charge per second,Easy
2184,Science,Which type of reproduction involves spores?,Sexual,Asexual,Binary fission,Fragmentation,B,Many fungi and plants reproduce asexually through spores,Easy
2185,Science,What is the study of fish called?,Ornithology,Ichthyology,Herpetology,Entomology,B,Ichthyology is the branch of zoology that studies fish,Easy
2186,Science,Which organ produces red blood cells in adults?,Liver,Spleen,Bone marrow,Kidneys,C,Bone marrow is the primary site of red blood cell production,Easy
2187,Science,What type of energy is possessed by a book on a shelf?,Kinetic,Potential,Chemical,Nuclear,B,Objects at height possess gravitational potential energy,Easy
2188,Science,Which gas is used in fire extinguishers?,Oxygen,Carbon dioxide,Nitrogen,Helium,B,Carbon dioxide displaces oxygen and suppresses fires,Easy
2189,Science,What is the process of water vapor changing to liquid called?,Evaporation,Condensation,Sublimation,Precipitation,B,Condensation occurs when water vapor cools and becomes liquid,Easy
2190,Science,Which planet has the most circular orbit?,Earth,Mars,Venus,Mercury,C,Venus has the most circular orbit of all planets,Easy
2191,Science,What is the term for animals that eat only meat?,Herbivores,Carnivores,Omnivores,Detritivores,B,Carnivores are animals that feed exclusively on meat,Easy
2192,Science,Which part of the plant is responsible for reproduction?,Roots,Stem,Leaves,Flowers,D,Flowers contain the reproductive organs of flowering plants,Easy
2193,Science,What is the chemical symbol for silver?,Ag,Si,S,Sv,A,Silver's symbol Ag comes from the Latin argentum,Easy
2194,Science,Which type of rock forms from cooled lava?,Sedimentary,Metamorphic,Igneous,Limestone,C,Igneous rocks form when molten rock cools and solidifies,Easy
2195,Science,What is the main function of white blood cells?,Carry oxygen,Fight infection,Clot blood,Transport nutrients,B,White blood cells are part of the immune system,Easy
2196,Science,Which gas makes up the second largest portion of Earth's atmosphere?,Oxygen,Carbon dioxide,Argon,Nitrogen,A,Oxygen makes up about 21% of Earth's atmosphere,Easy
2197,Science,What is the study of the structure of living things called?,Physiology,Anatomy,Biology,Zoology,B,Anatomy studies the structure and organization of organisms,Easy
2198,Science,Which force opposes the motion of objects through air?,Friction,Gravity,Air resistance,Magnetism,C,Air resistance opposes motion through the atmosphere,Easy
2199,Science,What is the term for the ability to do work?,Power,Energy,Force,Momentum,B,Energy is defined as the capacity to do work,Easy
2200,Science,Which organ controls body temperature in humans?,Heart,Brain,Liver,Lungs,B,The brain's hypothalamus regulates body temperature,Easy
2201,Science,What type of animal is a jellyfish?,Fish,Mollusc,Cnidarian,Crustacean,C,Jellyfish belong to the phylum Cnidaria,Easy
2202,Science,Which process converts food into energy in cells?,Photosynthesis,Cellular respiration,Digestion,Absorption,B,Cellular respiration breaks down glucose to produce ATP,Easy
2203,Science,What is the hardest substance produced by living organisms?,Bone,Tooth enamel,Keratin,Chitin,B,Tooth enamel is the hardest biological material,Easy
2204,Science,Which planet is known for having a tilted ring system?,Saturn,Jupiter,Uranus,Neptune,C,Uranus has rings that are tilted at 90 degrees,Easy
2205,Science,What is the term for the loss of water from plant leaves?,Transpiration,Photosynthesis,Respiration,Osmosis,A,Transpiration is water loss through leaf pores,Easy
2206,Science,Which type of cell lacks a nucleus?,Prokaryotic,Eukaryotic,Plant cell,Animal cell,A,Prokaryotic cells like bacteria have no membrane-bound nucleus,Easy
2207,Science,What is the study of the behavior of animals called?,Ethology,Ecology,Zoology,Psychology,A,Ethology is the scientific study of animal behavior,Easy
2208,Science,Which gas is essential for cellular respiration?,Carbon dioxide,Oxygen,Nitrogen,Hydrogen,B,Oxygen is required for cellular respiration in most organisms,Easy
2209,Science,What is the term for the change of state from solid to gas?,Melting,Evaporation,Sublimation,Condensation,C,Sublimation is the direct transition from solid to gas,Easy
2210,Science,Which organ in fish extracts oxygen from water?,Lungs,Gills,Heart,Liver,B,Gills allow fish to extract dissolved oxygen from water,Easy
2211,Science,What type of lens is used to correct nearsightedness?,Convex,Concave,Bifocal,Progressive,B,Concave lenses diverge light rays to correct myopia,Easy
2212,Science,Which element is essential for photosynthesis?,Iron,Magnesium,Calcium,Potassium,B,Magnesium is at the center of chlorophyll molecules,Easy
2213,Science,What is the term for the measure of how acidic or basic a solution is?,pH,Temperature,Density,Viscosity,A,pH measures hydrogen ion concentration,Easy
2214,Science,Which type of blood vessel has the thinnest walls?,Artery,Vein,Capillary,Arteriole,C,Capillaries have walls only one cell thick,Easy
2215,Science,What is the process by which plants bend toward light called?,Phototropism,Geotropism,Thigmotropism,Chemotropism,A,Phototropism is growth in response to light direction,Easy
2216,Science,Which planet has the most extreme temperature variations?,Mercury,Venus,Mars,Jupiter,A,Mercury experiences the greatest temperature range,Easy
2217,Science,What is the term for the protective layer around the Earth?,Atmosphere,Magnetosphere,Ozone layer,Ionosphere,A,The atmosphere protects Earth from space radiation,Easy
2218,Science,Which type of muscle is voluntary?,Smooth,Cardiac,Skeletal,Involuntary,C,Skeletal muscles are under conscious control,Easy
2219,Science,What is the study of heredity and variation called?,Evolution,Genetics,Ecology,Taxonomy,B,Genetics studies inherited traits and their variation,Easy
2220,Science,Which gas is produced by plants at night?,Oxygen,Carbon dioxide,Nitrogen,Water vapor,B,Plants release CO2 during nighttime respiration,Easy
2221,Science,What is the term for the bending of light as it passes through different materials?,Reflection,Refraction,Diffraction,Interference,B,Refraction occurs when light changes speed in different media,Easy
2222,Science,Which organ system removes waste products from the blood?,Respiratory,Digestive,Excretory,Circulatory,C,The excretory system eliminates metabolic wastes,Easy
2223,Science,What type of animal is a starfish?,Fish,Mollusc,Echinoderm,Cnidarian,C,Starfish belong to the phylum Echinodermata,Easy
2224,Science,Which process allows organisms to sense their environment?,Photosynthesis,Respiration,Sensation,Reproduction,C,Sensation enables organisms to detect environmental changes,Easy
2225,Science,What is the term for the study of fungi?,Mycology,Virology,Bacteriology,Pathology,A,Mycology is the branch of biology studying fungi,Easy
2226,Science,Which gas is released during photosynthesis?,Carbon dioxide,Nitrogen,Oxygen,Hydrogen,C,Photosynthesis produces oxygen as a byproduct,Easy
2227,Science,What is the smallest particle of a compound?,Atom,Ion,Molecule,Element,C,Molecules are the smallest units of chemical compounds,Easy
2228,Science,Which type of reproduction results in genetic diversity?,Asexual,Sexual,Binary fission,Budding,B,Sexual reproduction creates genetic variation,Easy
2229,Science,What is the term for the study of the ocean floor?,Oceanography,Marine geology,Bathymetry,Hydrology,C,Bathymetry studies underwater topography,Easy
2230,Science,Which organ produces digestive juices in humans?,Heart,Pancreas,Kidney,Spleen,B,The pancreas produces enzymes for digestion,Easy
2231,Science,What type of energy is stored in a compressed spring?,Kinetic,Potential,Chemical,Thermal,B,Compressed springs store elastic potential energy,Easy
2232,Science,Which planet has the strongest gravity?,Earth,Jupiter,Saturn,Neptune,B,Jupiter has the strongest gravitational field,Easy
2233,Science,What is the term for the movement of air masses?,Weather,Climate,Wind,Pressure,C,Wind is the movement of air from high to low pressure,Easy
