3981,Science,What is the chemical symbol for silver?,S,Ag,Si,Al,B,Silver has the chemical symbol Ag from the Latin argentum,Easy
3982,Science,Which planet is the hottest in our solar system?,Mercury,Venus,Earth,Mars,B,Venus is the hottest due to its thick atmosphere,Easy
3983,Science,What is the main function of white blood cells?,Transport oxygen,Fight infections,Carry nutrients,Produce hormones,B,White blood cells defend against infections,Easy
3984,Math,What is 13 × 7?,81,91,101,111,B,13 multiplied by 7 equals 91,Easy
3985,Geography,What is the capital of Japan?,Tokyo,Kyoto,Osaka,Nagoya,A,Tokyo is the capital city of Japan,Easy
3986,Science,Which gas is needed for combustion?,Nitrogen,Oxygen,Carbon dioxide,Hydrogen,B,Oxygen is required for things to burn,Easy
3987,History,Who invented the light bulb?,Nikola Tesla,Thomas Edison,Alexander Bell,Benjamin Franklin,B,Thomas Edison invented the practical light bulb,Easy
3988,Science,What is the hardest mineral on the Mohs scale?,Quartz,Diamond,Corundum,Topaz,B,Diamond rates 10 on the Mohs hardness scale,Easy
3989,Literature,Who wrote Harry Potter series?,J.R.R. Tolkien,J.K. Rowling,C.S. Lewis,Roald Dahl,B,J.K. Rowling created the Harry Potter series,Easy
3990,Sports,How many rings are on the Olympic flag?,3,4,5,6,C,The Olympic flag has five interlocking rings,Easy
3991,Science,What is the study of the atmosphere called?,Geology,Meteorology,Oceanography,Astronomy,B,Meteorology studies the atmosphere and weather,Easy
3992,Art,Who painted the Mona Lisa?,Leonardo da Vinci,Michelangelo,Raphael,Donatello,A,Leonardo da Vinci painted the famous Mona Lisa,Easy
3993,Music,How many lines are in a musical staff?,4,5,6,7,B,A musical staff has five lines,Easy
3994,Technology,What does Wi-Fi stand for?,Wireless Fidelity,Wide Fidelity,World Fidelity,Web Fidelity,A,Wi-Fi stands for Wireless Fidelity,Easy
3995,Food,Which vegetable is known for making people cry when cut?,Onion,Garlic,Leek,Shallot,A,Onions release compounds that irritate eyes,Easy
3996,Animals,What is the largest land animal?,African elephant,Blue whale,Giraffe,Hippopotamus,A,The African elephant is the largest land animal,Easy
3997,Science,How many chambers does a human heart have?,2,3,4,5,C,The human heart has four chambers,Easy
3998,Science,What is the chemical formula for water?,H2O,CO2,O2,H2SO4,A,Water has the chemical formula H2O,Easy
3999,Math,What is 50% of 200?,50,75,100,150,C,50% of 200 equals 100,Easy
4000,Geography,Which continent has the most countries?,Africa,Asia,Europe,South America,A,Africa has 54 countries,Easy
4001,Science,What type of animal is a shark?,Fish,Mammal,Reptile,Amphibian,A,Sharks are cartilaginous fish,Easy
4002,History,Which wall was built to protect ancient China?,Great Wall,Berlin Wall,Hadrian's Wall,Wall of Troy,A,The Great Wall was built to protect China,Easy
4003,Science,Which organ removes toxins from the blood?,Heart,Liver,Kidney,Lungs,B,The liver filters and removes toxins,Easy
4004,Literature,Who wrote The Chronicles of Narnia?,C.S. Lewis,J.R.R. Tolkien,Lewis Carroll,Roald Dahl,A,C.S. Lewis wrote The Chronicles of Narnia,Easy
4005,Sports,In which sport do you hit a shuttlecock?,Tennis,Badminton,Squash,Table tennis,B,Badminton uses a shuttlecock,Easy
4006,Science,What is the smallest particle of an element?,Molecule,Atom,Proton,Electron,B,An atom is the smallest particle of an element,Easy
4007,Art,Which artist painted Starry Night?,Vincent van Gogh,Pablo Picasso,Claude Monet,Salvador Dali,A,Vincent van Gogh painted Starry Night,Easy
4008,Music,Which instrument has black and white keys?,Guitar,Violin,Piano,Drums,C,A piano has black and white keys,Easy
4009,Technology,What does DVD stand for?,Digital Video Disc,Digital Versatile Disc,Both A and B,Digital Virtual Disc,C,DVD can stand for Digital Video Disc or Digital Versatile Disc,Easy
4010,Food,Which fruit is known as the king of fruits?,Apple,Banana,Mango,Durian,D,Durian is often called the king of fruits,Easy
4011,Animals,How many legs does an octopus have?,6,8,10,12,B,An octopus has eight arms or legs,Easy
4012,Science,What gas do plants give off during photosynthesis?,Carbon dioxide,Oxygen,Nitrogen,Hydrogen,B,Plants release oxygen during photosynthesis,Easy
4013,Science,Which planet is known for its rings?,Jupiter,Saturn,Uranus,Neptune,B,Saturn is famous for its prominent rings,Easy
4014,Math,What is 9 × 6?,45,54,63,72,B,9 multiplied by 6 equals 54,Easy
4015,Geography,What is the longest river in the world?,Amazon,Nile,Mississippi,Yangtze,B,The Nile River is the longest river,Easy
4016,Science,What is the center of our solar system?,Earth,Moon,Sun,Mars,C,The Sun is at the center of our solar system,Easy
4017,History,Who was the first man to walk on the moon?,Buzz Aldrin,Neil Armstrong,John Glenn,Alan Shepard,B,Neil Armstrong was first to walk on the moon,Easy
4018,Science,Which blood type is universal donor?,A,B,AB,O,D,Type O blood is the universal donor,Easy
4019,Literature,Who wrote Romeo and Juliet?,William Shakespeare,Charles Dickens,Jane Austen,Mark Twain,A,Shakespeare wrote this famous tragedy,Easy
4020,Sports,How many players are on a volleyball team during play?,4,5,6,7,C,Volleyball teams have 6 players on court,Easy
4021,Science,What is the boiling point of water?,90°C,95°C,100°C,105°C,C,Water boils at 100°C at sea level,Easy
4022,Art,Who sculpted the statue of David?,Leonardo da Vinci,Michelangelo,Donatello,Raphael,B,Michelangelo sculpted the famous David,Easy
4023,Music,How many strings does a standard guitar have?,4,5,6,7,C,A standard guitar has six strings,Easy
4024,Technology,What does PDF stand for?,Portable Document Format,Personal Document File,Printed Document Format,Public Document File,A,PDF stands for Portable Document Format,Easy
4025,Food,Which spice gives curry its yellow color?,Cinnamon,Turmeric,Paprika,Cumin,B,Turmeric gives curry its yellow color,Easy
4026,Animals,What is a baby horse called?,Calf,Foal,Lamb,Kid,B,A baby horse is called a foal,Easy
4027,Science,How many bones are in an adult human body?,196,206,216,226,B,Adult humans have 206 bones,Easy
4028,Science,Which gas makes up most of Earth's atmosphere?,Oxygen,Carbon dioxide,Nitrogen,Argon,C,Nitrogen makes up about 78% of the atmosphere,Easy
4029,Math,What is the square root of 36?,5,6,7,8,B,The square root of 36 is 6,Easy
4030,Geography,Which ocean is the smallest?,Atlantic,Pacific,Indian,Arctic,D,The Arctic Ocean is the smallest,Easy
4031,Science,What is the study of rocks called?,Biology,Geology,Chemistry,Physics,B,Geology is the study of rocks and Earth,Easy
4032,History,In which year did World War II end?,1943,1944,1945,1946,C,World War II ended in 1945,Easy
4033,Science,Which organ produces insulin?,Liver,Pancreas,Kidney,Heart,B,The pancreas produces insulin,Easy
4034,Literature,Who wrote Alice's Adventures in Wonderland?,Lewis Carroll,Roald Dahl,C.S. Lewis,J.K. Rowling,A,Lewis Carroll wrote Alice in Wonderland,Easy
4035,Sports,In bowling how many pins are there?,8,9,10,12,C,Bowling has 10 pins,Easy
4036,Science,What is the chemical symbol for gold?,G,Go,Au,Ag,C,Gold has the chemical symbol Au,Easy
4037,Art,Who painted The Last Supper?,Leonardo da Vinci,Michelangelo,Raphael,Van Gogh,A,Leonardo da Vinci painted The Last Supper,Easy
4038,Music,Which clef is used for higher pitched notes?,Bass clef,Treble clef,Alto clef,Tenor clef,B,Treble clef is used for higher pitches,Easy
4039,Technology,What does URL stand for?,Uniform Resource Locator,Universal Resource Link,Uniform Reference Location,Universal Reference Locator,A,URL stands for Uniform Resource Locator,Easy
4040,Food,Which vitamin is found in carrots?,Vitamin A,Vitamin B,Vitamin C,Vitamin D,A,Carrots are rich in vitamin A,Easy
4041,Animals,What is the fastest land animal?,Cheetah,Lion,Leopard,Jaguar,A,The cheetah is the fastest land animal,Easy
4042,Science,What is the study of living things called?,Physics,Chemistry,Biology,Geology,C,Biology is the study of living organisms,Easy
4043,Science,Which planet is known as the Red Planet?,Venus,Mars,Jupiter,Saturn,B,Mars is called the Red Planet,Easy
4044,Math,What is 7 + 8?,13,14,15,16,C,7 plus 8 equals 15,Easy
4045,Geography,What is the capital of France?,London,Berlin,Paris,Rome,C,Paris is the capital of France,Easy
4046,Science,What force keeps us on the ground?,Magnetism,Gravity,Friction,Inertia,B,Gravity keeps us on Earth's surface,Easy
4047,History,Who painted the ceiling of the Sistine Chapel?,Leonardo da Vinci,Michelangelo,Raphael,Donatello,B,Michelangelo painted the Sistine Chapel ceiling,Easy
4048,Science,Which blood vessels carry blood to the heart?,Arteries,Veins,Capillaries,Valves,B,Veins carry blood back to the heart,Easy
4049,Literature,Who wrote The Lord of the Flies?,William Golding,George Orwell,Aldous Huxley,Ray Bradbury,A,William Golding wrote Lord of the Flies,Easy
4050,Sports,How many holes are in a standard golf course?,16,17,18,19,C,A standard golf course has 18 holes,Easy
4051,Science,What is the largest mammal?,Blue whale,Elephant,Giraffe,Hippo,A,The blue whale is the largest mammal,Easy
4052,Art,Which artist painted Girl with a Pearl Earring?,Rembrandt,Vermeer,Van Dyck,Rubens,B,Johannes Vermeer painted this masterpiece,Easy
4053,Music,What is the highest female singing voice?,Soprano,Alto,Tenor,Bass,A,Soprano is the highest female voice,Easy
4054,Technology,What does CD stand for?,Compact Disc,Computer Disc,Circular Disc,Central Disc,A,CD stands for Compact Disc,Easy
4055,Food,Which nut is used to make marzipan?,Walnut,Almond,Peanut,Cashew,B,Marzipan is made from almonds,Easy
4056,Animals,What is a group of fish called?,Herd,Flock,School,Pack,C,A group of fish is called a school,Easy
4057,Science,How many teeth does an adult human have?,28,30,32,34,C,Adults typically have 32 teeth,Easy
4058,Science,Which gas is produced when vinegar and baking soda mix?,Oxygen,Hydrogen,Carbon dioxide,Nitrogen,C,This reaction produces carbon dioxide gas,Easy
4059,Math,What is 144 ÷ 12?,11,12,13,14,B,144 divided by 12 equals 12,Easy
4060,Geography,Which mountain range contains Mount Everest?,Rockies,Andes,Alps,Himalayas,D,Mount Everest is in the Himalayas,Easy
4061,Science,What is the study of stars called?,Biology,Geology,Astronomy,Chemistry,C,Astronomy is the study of celestial objects,Easy
4062,History,Who discovered America?,Christopher Columbus,Vasco da Gama,Ferdinand Magellan,Marco Polo,A,Christopher Columbus is credited with discovering America,Easy
4063,Science,Which part of the eye controls the amount of light entering?,Pupil,Iris,Retina,Cornea,A,The pupil controls light entry,Easy
4064,Literature,Who wrote 1984?,George Orwell,Aldous Huxley,Ray Bradbury,Kurt Vonnegut,A,George Orwell wrote the dystopian novel 1984,Easy
4065,Sports,In tennis what does 'love' mean?,15 points,30 points,Zero points,Game point,C,Love means zero in tennis,Easy
4066,Science,What is the chemical symbol for sodium?,S,So,Na,N,C,Sodium has the chemical symbol Na,Easy
4067,Art,Who painted The Scream?,Edvard Munch,Vincent van Gogh,Pablo Picasso,Salvador Dali,A,Edvard Munch painted The Scream,Easy
4068,Music,How many beats does a whole note get in 4/4 time?,1,2,3,4,D,A whole note gets 4 beats in 4/4 time,Easy
4069,Technology,What does JPEG stand for?,Joint Photographic Experts Group,Just Photo Electronic Group,Joint Picture Electronic Group,Just Photographic Experts Group,A,JPEG stands for Joint Photographic Experts Group,Easy
4070,Food,Which grain is sushi rice made from?,Wheat,Rice,Barley,Oats,B,Sushi is made with specially prepared rice,Easy
