4481,Science,What is the atomic number of oxygen?,6,7,8,9,C,Oxygen has 8 protons giving it atomic number 8,Easy
4482,Science,Which process do plants use to make their food?,Respiration,Photosynthesis,Digestion,Fermentation,B,Plants use photosynthesis to create food from sunlight,Easy
4483,Science,What is the largest internal organ in the human body?,Heart,Brain,Liver,Lungs,C,The liver is the largest internal organ,Easy
4484,Math,What is 14 × 5?,60,65,70,75,C,14 multiplied by 5 equals 70,Easy
4485,Geography,What is the capital of Spain?,Barcelona,Madrid,Valencia,Seville,B,Madrid is the capital city of Spain,Easy
4486,Science,Which gas do humans exhale?,Oxygen,Carbon dioxide,Nitrogen,Hydrogen,B,Humans breathe out carbon dioxide,Easy
4487,History,Who invented the printing press?,Johannes Gutenberg,Leonardo da Vinci,Benjamin Franklin,Thomas Edison,A,Gutenberg invented the printing press around 1440,Easy
4488,Science,What is the chemical symbol for aluminum?,Al,Am,Au,Ag,A,Aluminum has the chemical symbol Al,Easy
4489,Literature,Who wrote The Hobbit?,C.S. Lewis,J.R.R. Tolkien,Roald Dahl,Lewis Carroll,B,Tolkien wrote The Hobbit,Easy
4490,Sports,How many players are in an ice hockey team during play?,5,6,7,8,B,Hockey teams have 6 players on ice including goalie,Easy
4491,Science,What is the study of earthquakes called?,Volcanology,Seismology,Meteorology,Geology,B,Seismology studies earthquakes,Easy
4492,Art,Who painted the famous artwork Guernica?,Pablo Picasso,Salvador Dali,Joan Miro,Diego Velazquez,A,Picasso painted Guernica in response to war,Easy
4493,Music,Which instrument is known as the king of instruments?,Piano,Violin,Organ,Trumpet,C,The pipe organ is called the king of instruments,Easy
4494,Technology,What does Bluetooth technology allow?,Wireless communication,Faster internet,Better graphics,Louder sound,A,Bluetooth enables wireless device communication,Easy
4495,Food,Which fruit is traditionally used to make wine?,Apples,Grapes,Oranges,Berries,B,Grapes are the traditional fruit for winemaking,Easy
4496,Animals,What is a group of bees called?,Swarm,Hive,Colony,Cluster,C,A group of bees living together is a colony,Easy
4497,Science,How many chambers does a human heart have?,2,3,4,5,C,The human heart has four chambers,Easy
4498,Science,Which planet is known as the morning star?,Mars,Venus,Mercury,Jupiter,B,Venus is often called the morning or evening star,Easy
4499,Math,What is 81 ÷ 9?,7,8,9,10,C,81 divided by 9 equals 9,Easy
4500,Geography,Which is the highest mountain in North America?,Mount McKinley,Mount Whitney,Mount Rainier,Mount Hood,A,Mount McKinley (Denali) is North America's highest peak,Easy
4501,Science,What type of cloud is associated with thunderstorms?,Cirrus,Stratus,Cumulus,Cumulonimbus,D,Cumulonimbus clouds produce thunderstorms,Easy
4502,Math,What is 7²?,42,49,56,64,B,7 squared equals 49,Easy
4503,History,In which year did World War II end?,1944,1945,1946,1947,B,World War II ended in 1945,Easy
4504,Science,What is the hardest natural substance on Earth?,Gold,Diamond,Iron,Quartz,B,Diamond is the hardest natural substance,Easy
4505,Geography,Which ocean is the smallest?,Atlantic,Indian,Arctic,Pacific,C,The Arctic Ocean is the smallest,Easy
4506,Literature,Who wrote Romeo and Juliet?,Charles Dickens,William Shakespeare,Jane Austen,Mark Twain,B,Shakespeare wrote Romeo and Juliet,Easy
4507,Science,What gas makes up most of Earth's atmosphere?,Oxygen,Carbon dioxide,Nitrogen,Argon,C,Nitrogen makes up about 78% of the atmosphere,Easy
4508,Math,What is 144 ÷ 12?,10,11,12,13,C,144 divided by 12 equals 12,Easy
4509,Sports,In tennis what does 'love' mean?,Zero,One,Tie,Advantage,A,Love means zero points in tennis,Easy
4510,Animals,Which mammal is known to have the most powerful bite?,Lion,Tiger,Hippopotamus,Crocodile,C,Hippos have extremely powerful bites among mammals,Easy
4511,Science,What is the process by which water changes from liquid to gas?,Condensation,Evaporation,Precipitation,Sublimation,B,Evaporation changes liquid water to gas,Easy
4512,Geography,What is the capital of Canada?,Toronto,Vancouver,Ottawa,Montreal,C,Ottawa is Canada's capital city,Easy
4513,Math,What is 15% of 200?,25,30,35,40,B,15% of 200 equals 30,Easy
4514,History,Who was the first person to walk on the moon?,Buzz Aldrin,Neil Armstrong,John Glenn,Alan Shepard,B,Neil Armstrong was first to walk on the moon,Easy
4515,Science,What is the chemical formula for table salt?,NaCl,KCl,CaCl2,MgCl2,A,Table salt is sodium chloride (NaCl),Easy
4516,Literature,Which book begins with 'Call me Ishmael'?,The Great Gatsby,Moby Dick,To Kill a Mockingbird,1984,B,Moby Dick begins with this famous line,Easy
4517,Animals,How many legs does a spider have?,6,7,8,9,C,Spiders have eight legs,Easy
4518,Math,What is the square root of 64?,6,7,8,9,C,The square root of 64 is 8,Easy
4519,Science,Which organ produces insulin in the human body?,Liver,Kidney,Pancreas,Stomach,C,The pancreas produces insulin,Easy
4520,Geography,Which desert is the largest in the world?,Sahara,Gobi,Kalahari,Arabian,A,The Sahara is the world's largest hot desert,Easy
4521,Science,What is the speed of light in a vacuum?,186000 miles/second,186282 miles/second,299792458 meters/second,300000000 meters/second,C,Light travels at 299792458 m/s in vacuum,Medium
4522,Math,What is the derivative of x³?,2x,3x,x²,3x²,D,The derivative of x³ is 3x²,Medium
4523,History,Which treaty ended World War I?,Treaty of Paris,Treaty of Versailles,Treaty of Vienna,Treaty of Ghent,B,The Treaty of Versailles ended WWI,Medium
4524,Science,What is the name of the effect where time dilates at high speeds?,Doppler Effect,Photoelectric Effect,Special Relativity,Heisenberg Principle,C,Special relativity describes time dilation,Medium
4525,Literature,Who wrote 'One Hundred Years of Solitude'?,Pablo Neruda,Gabriel García Márquez,Jorge Luis Borges,Mario Vargas Llosa,B,García Márquez wrote this magical realism novel,Medium
4526,Geography,Which strait separates Europe and Asia at their closest point?,Strait of Gibraltar,Bosphorus Strait,Strait of Hormuz,Dardanelles,B,The Bosphorus separates Europe and Asia,Medium
4527,Science,What is the most abundant element in the universe?,Hydrogen,Helium,Oxygen,Carbon,A,Hydrogen is the most abundant element,Medium
4528,Math,What is the integral of sin(x)?,cos(x),−cos(x),sin(x),−sin(x),B,The integral of sin(x) is −cos(x),Medium
4529,History,Who was the last emperor of Russia?,Nicholas I,Alexander III,Nicholas II,Alexander II,C,Nicholas II was the last Russian emperor,Medium
4530,Science,What particle carries the electromagnetic force?,Photon,Electron,Proton,Neutron,A,Photons carry electromagnetic force,Medium
4531,Art,Which art movement did Pablo Picasso co-found?,Impressionism,Cubism,Surrealism,Expressionism,B,Picasso co-founded Cubism,Medium
4532,Math,What is e^(ln(5))?,1,5,e,ln(5),B,e^(ln(x)) equals x so e^(ln(5)) equals 5,Medium
4533,Science,What is the pH of pure water at 25°C?,6,7,8,14,B,Pure water has a pH of 7 at 25°C,Medium
4534,Geography,Which river flows through the most countries?,Nile,Amazon,Danube,Rhine,C,The Danube flows through 10 countries,Medium
4535,Literature,Who wrote 'The Metamorphosis'?,Thomas Mann,Franz Kafka,Hermann Hesse,Robert Musil,B,Kafka wrote The Metamorphosis,Medium
4536,History,In which year did the Berlin Wall fall?,1987,1988,1989,1990,C,The Berlin Wall fell in 1989,Medium
4537,Science,What is the name of the boundary around a black hole?,Event horizon,Photon sphere,Ergosphere,Singularity,A,The event horizon is the boundary around black holes,Medium
4538,Math,What is the limit of (1+1/n)^n as n approaches infinity?,1,2,e,π,C,This limit equals e (Euler's number),Medium
4539,Animals,Which animal has the longest gestation period?,Elephant,Whale,Giraffe,Rhinoceros,A,Elephants have 22-month gestation periods,Medium
4540,Science,What type of bond holds DNA strands together?,Covalent bonds,Ionic bonds,Hydrogen bonds,Van der Waals forces,C,Hydrogen bonds hold DNA strands together,Medium
4541,Science,In quantum mechanics what is the uncertainty principle discovered by Heisenberg?,Position and momentum cannot both be precisely determined,Energy and time are quantized,Wave-particle duality exists,Electrons orbit in shells,A,Heisenberg's principle states position and momentum cannot both be precisely known,Hard
4542,Math,What is the Riemann hypothesis concerned with?,Prime number distribution,Calculus fundamentals,Geometric proofs,Algebraic equations,A,The Riemann hypothesis concerns the distribution of prime numbers,Hard
4543,History,Which Byzantine emperor reconquered much of the former Western Roman Empire?,Constantine I,Justinian I,Basil II,Leo III,B,Justinian I reconquered much of the Western Roman Empire,Hard
