5001,Science,What is the powerhouse of the cell?,Nucleus,Mitochondria,Ribosome,Endoplasmic reticulum,B,Mitochondria produce energy for the cell,Easy
5002,Math,What is 19 × 4?,74,76,78,80,B,19 multiplied by 4 equals 76,Easy
5003,Geography,Which country is known as the Land of the Rising Sun?,China,Japan,South Korea,Thailand,B,Japan is called the Land of the Rising Sun,Easy
5004,History,Who was the first person to set foot on the moon?,Neil Armstrong,Buzz Aldrin,John Glenn,Alan Shepard,A,Neil Armstrong was first to walk on the moon,Easy
5005,Science,What is the chemical symbol for iron?,I,Ir,Fe,Fr,C,Iron has the chemical symbol Fe,Easy
5006,Literature,Who wrote 'Harry Potter and the Philosopher's Stone'?,Roald Dahl,J.K. Rowling,C.S. Lewis,Philip Pullman,B,J.K. Rowling wrote Harry Potter,Easy
5007,Animals,Which animal is known for its black and white stripes?,Tiger,Leopard,Zebra,Cheetah,C,Zebras have distinctive black and white stripes,Easy
5008,Math,What is 63 ÷ 7?,8,9,10,11,B,63 divided by 7 equals 9,Easy
5009,Science,Which gas is most abundant in the air we breathe?,Oxygen,Carbon dioxide,Nitrogen,Helium,C,Nitrogen makes up about 78% of air,Easy
5010,Sports,In which sport do players use a racquet and shuttlecock?,Tennis,Badminton,Squash,Table tennis,B,Badminton uses a racquet and shuttlecock,Easy
5011,Geography,What is the capital of Brazil?,São Paulo,Rio de Janeiro,Brasília,Salvador,C,Brasília is the capital of Brazil,Easy
5012,Science,What do we call the study of plants?,Zoology,Botany,Geology,Biology,B,Botany is the study of plants,Easy
5013,Math,What is 20% of 150?,25,30,35,40,B,20% of 150 equals 30,Easy
5014,History,Which ancient wonder was located in Egypt?,Hanging Gardens,Colossus of Rhodes,Great Pyramid of Giza,Lighthouse of Alexandria,C,The Great Pyramid of Giza was in Egypt,Easy
5015,Science,What is the process by which plants make oxygen?,Respiration,Photosynthesis,Transpiration,Germination,B,Photosynthesis produces oxygen,Easy
5016,Literature,Who wrote 'The Chronicles of Narnia'?,J.R.R. Tolkien,C.S. Lewis,Roald Dahl,Lewis Carroll,B,C.S. Lewis wrote The Chronicles of Narnia,Easy
5017,Animals,Which bird is the symbol of peace?,Eagle,Dove,Owl,Robin,B,The dove is a symbol of peace,Easy
5018,Math,What is the sum of angles in a triangle?,90°,180°,270°,360°,B,The sum of angles in a triangle is 180°,Easy
5019,Science,What is the study of the weather called?,Geology,Meteorology,Astronomy,Seismology,B,Meteorology is the study of weather,Easy
5020,Geography,Which is the longest river in Asia?,Yangtze,Ganges,Mekong,Yellow River,A,The Yangtze is the longest river in Asia,Easy
