3181,Science,What is the term for the study of how organisms respond to gravity?,Gravitational biology,Gravitropism,Geobiology,Gravity sensing,B,Gravitropism is the directional growth response to gravity,Easy
3182,Science,Which gas is produced when hydrogen burns in oxygen?,Water vapor,Carbon dioxide,Nitrogen,Oxygen,A,Hydrogen combustion produces water vapor (H2O),Easy
3183,Science,What is the basic unit of genetic variation in populations?,Allele,Gene,Chromosome,DNA,A,Alleles are different versions of genes that create variation,Easy
3184,Science,Which process allows plants to bend toward the sun?,Phototropism,Heliotropism,Solar tracking,Light response,A,Phototropism is growth movement toward light sources,Easy
3185,Science,What is the study of how organisms produce light called?,Bioluminescence,Light biology,Photobiology,Luminescence biology,A,Bioluminescence studies biological light production,Easy
3186,Science,Which gas is released when limestone is heated?,Carbon dioxide,Water vapor,Oxygen,Nitrogen,A,Heating limestone releases carbon dioxide gas,Easy
3187,Science,What is the term for organisms that can survive extreme heat?,Thermophiles,Heat tolerant,Temperature resistant,Thermal organisms,A,Thermophiles thrive in high temperature environments,Easy
3188,Science,Which process describes the uptake of water by seeds?,Imbibition,Absorption,Hydration,Water uptake,A,Imbibition is the absorption of water by dry seeds,Easy
3189,Science,What is the study of how organisms detect chemicals called?,Chemical sensing,Chemoreception,Chemical biology,Olfaction,B,Chemoreception is the detection of chemical stimuli,Easy
3190,Science,Which gas is produced by cellular metabolism in muscles?,Carbon dioxide,Oxygen,Lactic acid,Water vapor,A,Muscle cells produce carbon dioxide during metabolism,Easy
3191,Science,What is the term for the study of how organisms maintain water balance?,Osmoregulation,Water balance,Fluid regulation,Hydrobiology,A,Osmoregulation maintains proper water and salt balance,Easy
3192,Science,Which process allows organisms to detect magnetic fields?,Magnetoreception,Magnetic sensing,Compass sense,Magnetic biology,A,Magnetoreception enables navigation using Earth's magnetic field,Easy
3193,Science,What is the study of how organisms respond to electrical fields called?,Electroreception,Electrical biology,Electric sensing,Bioelectricity,A,Electroreception detects electrical fields in the environment,Easy
3194,Science,Which gas is essential for nitrogen-fixing bacteria?,Nitrogen,Oxygen,Carbon dioxide,Hydrogen,A,Nitrogen-fixing bacteria convert atmospheric nitrogen gas,Easy
3195,Science,What is the term for organisms that produce methane?,Methanogens,Gas producers,Anaerobic bacteria,Archaebacteria,A,Methanogens are microorganisms that produce methane,Easy
3196,Science,Which process describes the movement of chromosomes during meiosis?,Chromosome separation,Meiotic division,Genetic recombination,Gamete formation,A,Chromosome separation distributes genetic material during meiosis,Easy
3197,Science,What is the study of how organisms process vibrations called?,Mechanoreception,Vibration sensing,Seismic biology,Mechanical biology,A,Mechanoreception detects mechanical stimuli including vibrations,Easy
3198,Science,Which gas is produced by anaerobic bacteria?,Methane,Oxygen,Carbon dioxide,Hydrogen sulfide,A,Anaerobic bacteria often produce methane gas,Easy
3199,Science,What is the term for the study of how organisms navigate?,Navigation biology,Orientation biology,Spatial biology,Direction finding,A,Navigation biology studies how organisms find their way,Easy
3200,Science,Which process allows organisms to detect pressure changes?,Baroreception,Pressure sensing,Mechanical reception,Depth sensing,A,Baroreception detects changes in pressure,Easy
3201,Science,What is the study of how organisms respond to touch called?,Tactile biology,Touch sensing,Mechanoreception,Contact biology,C,Mechanoreception includes responses to touch stimuli,Easy
3202,Science,Which gas is released during alcoholic fermentation by yeast?,Carbon dioxide,Oxygen,Ethanol vapor,Nitrogen,A,Yeast fermentation produces carbon dioxide and ethanol,Easy
3203,Science,What is the term for organisms that can survive without oxygen?,Anaerobes,Oxygen-free organisms,Air-independent life,Anoxic organisms,A,Anaerobes live and reproduce without oxygen,Easy
3204,Science,Which process describes the formation of spores?,Sporulation,Spore formation,Reproductive cycling,Asexual reproduction,A,Sporulation is the process of spore formation,Easy
3205,Science,What is the study of how organisms detect temperature called?,Thermoreception,Temperature sensing,Thermal biology,Heat detection,A,Thermoreception is the ability to detect temperature,Easy
3206,Science,Which gas is produced by decomposing organic matter in wetlands?,Methane,Carbon dioxide,Hydrogen sulfide,All of above,D,Wetland decomposition produces multiple gases,Easy
3207,Science,What is the term for the study of how organisms respond to humidity?,Hygroreception,Moisture sensing,Humidity biology,Water vapor detection,A,Hygroreception detects moisture levels in the environment,Easy
3208,Science,Which process allows organisms to survive freezing temperatures?,Cryoprotection,Freeze tolerance,Antifreeze production,Cold adaptation,B,Freeze tolerance enables survival at sub-zero temperatures,Easy
3209,Science,What is the study of how organisms respond to air pressure called?,Barometric biology,Pressure biology,Atmospheric sensing,Weather biology,A,Barometric biology studies responses to air pressure changes,Easy
3210,Science,Which gas is essential for combustion to occur?,Oxygen,Carbon dioxide,Nitrogen,Hydrogen,A,Oxygen is required for combustion reactions,Easy
3211,Science,What is the term for organisms that can survive extreme cold?,Psychrophiles,Cryophiles,Cold-adapted organisms,Freeze-resistant life,A,Psychrophiles thrive in extremely cold environments,Easy
3212,Science,Which process describes the conversion of light to electrical energy?,Photoelectric effect,Photovoltaic conversion,Light harvesting,Solar conversion,B,Photovoltaic conversion transforms light into electrical energy,Easy
