3481,Science,What is the chemical symbol for potassium?,P,K,Po,Pt,B,Potassium has the symbol K from the Latin kalium,Easy
3482,Science,Which organ produces bile?,Liver,Pancreas,Gallbladder,Stomach,A,The liver produces bile which is stored in the gallbladder,Easy
3483,Science,What is the basic unit of heredity?,Gene,Chromosome,DNA,RNA,A,A gene is the basic unit of heredity,Easy
3484,Science,Which gas is used in balloons to make them float?,Helium,Hydrogen,Oxygen,Nitrogen,A,Helium is less dense than air making balloons float,Easy
3485,Science,What type of animal is a dolphin?,Fish,Mammal,Reptile,Amphibian,B,Dolphins are marine mammals not fish,Easy
3486,Science,Which planet is closest to the Sun?,Mercury,Venus,Earth,Mars,A,Mercury is the innermost planet in our solar system,Easy
3487,Science,What is the process where ice changes directly to water vapor?,Melting,Evaporation,Sublimation,Condensation,C,Sublimation is the direct change from solid to gas,Easy
3488,Science,How many sides does a hexagon have?,5,6,7,8,B,A hexagon has six sides,Easy
3489,Science,Which vitamin prevents scurvy?,Vitamin A,Vitamin C,Vitamin D,Vitamin K,B,Vitamin C deficiency causes scurvy,Easy
3490,Science,What is the center of an atom called?,Electron,Proton,Neutron,Nucleus,D,The nucleus contains protons and neutrons at the atom's center,Easy
3491,History,Who was the first person to walk on the moon?,Buzz Aldrin,Neil Armstrong,John Glenn,Alan Shepard,B,Neil Armstrong was first to walk on the moon in 1969,Easy
3492,Math,What is 15 × 4?,45,50,60,65,C,15 multiplied by 4 equals 60,Easy
3493,Geography,What is the capital of Italy?,Milan,Rome,Naples,Florence,B,Rome is the capital and largest city of Italy,Easy
3494,Science,Which part of the plant absorbs water and nutrients?,Leaves,Stem,Roots,Flowers,C,Roots absorb water and nutrients from soil,Easy
3495,Science,What is the study of insects called?,Botany,Zoology,Entomology,Ecology,C,Entomology is the scientific study of insects,Easy
3496,Literature,Who wrote Romeo and Juliet?,William Shakespeare,Charles Dickens,Mark Twain,Jane Austen,A,Shakespeare wrote this famous tragedy,Easy
3497,Sports,How many points is a touchdown worth in American football?,3,6,7,10,B,A touchdown is worth 6 points,Easy
3498,Science,Which blood type is considered the universal donor?,O,A,B,AB,A,Type O blood can be donated to any blood type,Easy
3499,Art,Who painted The Last Supper?,Michelangelo,Leonardo da Vinci,Raphael,Van Gogh,B,Leonardo da Vinci painted The Last Supper,Easy
3500,Music,How many keys are on a standard piano?,76,88,92,96,B,A standard piano has 88 keys,Easy
3501,Technology,What does WWW stand for?,World Wide Web,World Web Network,Wide World Web,Web World Wide,A,WWW stands for World Wide Web,Easy
3502,Food,Which spice is derived from the Crocus flower?,Cinnamon,Saffron,Turmeric,Paprika,B,Saffron comes from the stigma of Crocus flowers,Easy
3503,Animals,What is a group of lions called?,Herd,Pack,Pride,Flock,C,A group of lions is called a pride,Easy
3504,Science,What is the smallest bone in the human body?,Femur,Stapes,Radius,Tibia,B,The stapes in the ear is the smallest bone,Easy
3505,Science,Which gas do we breathe out?,Oxygen,Carbon dioxide,Nitrogen,Hydrogen,B,We exhale carbon dioxide as a waste product,Easy
3506,Science,What is the study of the ocean called?,Geology,Oceanography,Meteorology,Astronomy,B,Oceanography studies the ocean and marine life,Easy
3507,Math,What is 100 ÷ 25?,3,4,5,6,B,100 divided by 25 equals 4,Easy
3508,Geography,Which ocean is the largest?,Atlantic,Pacific,Indian,Arctic,B,The Pacific Ocean is the largest ocean,Easy
3509,Science,What is the chemical formula for carbon dioxide?,CO,CO2,C2O,C2O2,B,Carbon dioxide has the formula CO2,Easy
3510,History,In which year did World War I begin?,1912,1914,1916,1918,B,World War I began in 1914,Easy
3511,Science,Which organ is responsible for pumping blood?,Brain,Heart,Liver,Lungs,B,The heart pumps blood throughout the body,Easy
3512,Science,What is the fastest land animal?,Cheetah,Lion,Gazelle,Leopard,A,Cheetahs can run up to 70 mph,Easy
3513,Literature,Who wrote Alice in Wonderland?,Lewis Carroll,Charles Dickens,Roald Dahl,J.K. Rowling,A,Lewis Carroll authored Alice's Adventures in Wonderland,Easy
3514,Sports,In which sport do you use a shuttlecock?,Tennis,Badminton,Squash,Ping pong,B,Badminton uses a shuttlecock instead of a ball,Easy
3515,Science,What is the symbol for the element oxygen?,O,Ox,Oy,Op,A,Oxygen has the chemical symbol O,Easy
3516,Art,Which artist cut off his own ear?,Pablo Picasso,Vincent van Gogh,Claude Monet,Salvador Dali,B,Vincent van Gogh famously cut off part of his ear,Easy
3517,Music,Which instrument has 88 keys?,Guitar,Violin,Piano,Drums,C,A standard piano has 88 keys,Easy
3518,Technology,What does USB stand for?,Universal Serial Bus,Universal System Bus,United Serial Bus,United System Bus,A,USB stands for Universal Serial Bus,Easy
3519,Food,What is the main ingredient in guacamole?,Tomato,Avocado,Onion,Lime,B,Avocado is the primary ingredient in guacamole,Easy
3520,Animals,How many legs does a spider have?,6,8,10,12,B,Spiders are arachnids and have eight legs,Easy
3521,Science,What is the hardest natural substance?,Diamond,Gold,Iron,Silver,A,Diamond is the hardest naturally occurring substance,Easy
3522,Science,Which planet has rings around it?,Mars,Jupiter,Saturn,Uranus,C,Saturn is famous for its prominent ring system,Easy
3523,Math,What is the square root of 64?,6,7,8,9,C,The square root of 64 is 8,Easy
3524,Geography,What is the smallest country in the world?,Monaco,Vatican City,San Marino,Liechtenstein,B,Vatican City is the smallest sovereign state,Easy
3525,Science,What is the process plants use to make food?,Respiration,Photosynthesis,Digestion,Transpiration,B,Plants use photosynthesis to convert sunlight into food,Easy
3526,History,Who was the first President of the United States?,Thomas Jefferson,George Washington,John Adams,Benjamin Franklin,B,George Washington was the first US President,Easy
3527,Science,How many bones are in the adult human body?,196,206,216,226,B,An adult human has 206 bones,Easy
3528,Literature,Who wrote The Great Gatsby?,F. Scott Fitzgerald,Ernest Hemingway,Mark Twain,John Steinbeck,A,F. Scott Fitzgerald wrote The Great Gatsby,Easy
3529,Sports,How many players are on a soccer team during play?,9,10,11,12,C,Each soccer team has 11 players on the field,Easy
3530,Science,What gas makes up most of Earth's atmosphere?,Oxygen,Carbon dioxide,Nitrogen,Argon,C,Nitrogen makes up about 78% of the atmosphere,Easy
3531,Art,Who painted the ceiling of the Sistine Chapel?,Leonardo da Vinci,Michelangelo,Raphael,Donatello,B,Michelangelo painted the Sistine Chapel ceiling,Easy
3532,Music,How many strings does a violin have?,3,4,5,6,B,A violin has four strings,Easy
3533,Technology,What does GPS stand for?,Global Positioning System,Global Position Service,General Positioning System,General Position Service,A,GPS stands for Global Positioning System,Easy
3534,Food,Which vitamin is found in citrus fruits?,Vitamin A,Vitamin B,Vitamin C,Vitamin D,C,Citrus fruits are rich in vitamin C,Easy
3535,Animals,What is the largest bird?,Ostrich,Eagle,Albatross,Pelican,A,The ostrich is the largest living bird,Easy
3536,Science,What is the chemical symbol for iron?,I,Ir,Fe,In,C,Iron has the chemical symbol Fe from Latin ferrum,Easy
3537,Science,Which force keeps us on the ground?,Magnetism,Gravity,Friction,Inertia,B,Gravity pulls objects toward Earth's center,Easy
3538,Math,What is 12 × 12?,124,144,154,164,B,12 multiplied by 12 equals 144,Easy
3539,Geography,Which continent has the most countries?,Africa,Asia,Europe,South America,A,Africa has 54 countries,Easy
3540,Science,What is the study of stars and planets called?,Biology,Geology,Astronomy,Chemistry,C,Astronomy studies celestial objects and space,Easy
3541,History,Which ancient wonder was located in Egypt?,Hanging Gardens,Colossus of Rhodes,Lighthouse of Alexandria,Great Pyramid of Giza,D,The Great Pyramid is in Egypt,Easy
3542,Science,What type of blood cell fights infection?,Red blood cells,White blood cells,Platelets,Plasma,B,White blood cells defend against infections,Easy
3543,Literature,Who wrote To Kill a Mockingbird?,Harper Lee,Toni Morrison,Maya Angelou,Margaret Atwood,A,Harper Lee wrote To Kill a Mockingbird,Easy
3544,Sports,In bowling how many pins are there?,8,9,10,12,C,There are 10 pins in bowling,Easy
3545,Science,Which organ produces insulin in the body?,Liver,Pancreas,Kidney,Heart,B,The pancreas produces insulin,Easy
3546,Art,Which movement did Pablo Picasso co-found?,Impressionism,Cubism,Surrealism,Expressionism,B,Picasso co-founded the Cubist movement,Easy
3547,Music,What is the lowest male singing voice?,Tenor,Baritone,Bass,Alto,C,Bass is the lowest male vocal range,Easy
3548,Technology,What does RAM stand for?,Random Access Memory,Read Access Memory,Random Available Memory,Read Available Memory,A,RAM stands for Random Access Memory,Easy
3549,Food,What bean is used to make chocolate?,Coffee bean,Vanilla bean,Cacao bean,Soy bean,C,Chocolate is made from cacao beans,Easy
3550,Animals,What is the fastest marine animal?,Dolphin,Shark,Tuna,Marlin,D,The marlin is one of the fastest marine animals,Easy
3551,Science,What is the study of earthquakes called?,Volcanology,Seismology,Meteorology,Hydrology,B,Seismology is the study of earthquakes,Easy
3552,Science,Which element is essential for thyroid function?,Iron,Calcium,Iodine,Magnesium,C,Iodine is necessary for thyroid hormone production,Easy
3553,Math,What is 75% of 200?,125,150,175,200,B,75% of 200 is 150,Easy
3554,Geography,What is the longest river in North America?,Mississippi River,Colorado River,Rio Grande,Columbia River,A,The Mississippi River is the longest in North America,Easy
3555,Science,What is the term for animals that eat only plants?,Carnivores,Omnivores,Herbivores,Insectivores,C,Herbivores eat only plant material,Easy
3556,History,Who invented the telephone?,Thomas Edison,Alexander Graham Bell,Nikola Tesla,Benjamin Franklin,B,Alexander Graham Bell invented the telephone,Easy
3557,Science,What is the largest internal organ in humans?,Heart,Brain,Liver,Lungs,C,The liver is the largest internal organ,Easy
3558,Literature,Who wrote 1984?,George Orwell,Aldous Huxley,Ray Bradbury,Kurt Vonnegut,A,George Orwell wrote the dystopian novel 1984,Easy
3559,Sports,How many holes are played in a standard round of golf?,16,18,20,22,B,A standard golf round consists of 18 holes,Easy
3560,Science,What is the chemical formula for methane?,CH3,CH4,C2H4,C2H6,B,Methane has the chemical formula CH4,Easy
3561,Art,Who painted The Scream?,Vincent van Gogh,Pablo Picasso,Edvard Munch,Claude Monet,C,Edvard Munch painted The Scream,Easy
3562,Music,Which clef is used for high-pitched instruments?,Bass clef,Treble clef,Alto clef,Tenor clef,B,The treble clef is used for higher pitches,Easy
3563,Technology,What does HTML stand for?,HyperText Markup Language,High Tech Modern Language,HyperText Modern Language,High Tech Markup Language,A,HTML stands for HyperText Markup Language,Easy
3564,Food,Which grain is used to make risotto?,Wheat,Rice,Barley,Oats,B,Risotto is made with short-grain rice,Easy
3565,Animals,What is a baby kangaroo called?,Calf,Cub,Joey,Kit,C,A baby kangaroo is called a joey,Easy
3566,Science,What is the pH of pure water?,6,7,8,9,B,Pure water has a neutral pH of 7,Easy
3567,Science,Which gas is produced when wood burns?,Carbon monoxide,Carbon dioxide,Oxygen,Nitrogen,B,Combustion of wood primarily produces carbon dioxide,Easy
3568,Math,What is 8 × 9?,64,72,80,81,B,8 multiplied by 9 equals 72,Easy
3569,Geography,Which desert is the largest in the world?,Sahara,Gobi,Kalahari,Arabian,A,The Sahara is the world's largest hot desert,Easy
3570,Science,What is the function of red blood cells?,Fight infection,Carry oxygen,Clot blood,Digest food,B,Red blood cells transport oxygen throughout the body,Easy
3571,History,In which city was President Kennedy assassinated?,New York,Dallas,Chicago,Miami,B,President Kennedy was killed in Dallas Texas,Easy
3572,Science,What is the smallest planet in our solar system?,Mercury,Mars,Venus,Pluto,A,Mercury is the smallest planet,Easy
3573,Literature,Who wrote Pride and Prejudice?,Emily Bronte,Charlotte Bronte,Jane Austen,Virginia Woolf,C,Jane Austen wrote Pride and Prejudice,Easy
3574,Sports,In which sport would you perform a slam dunk?,Tennis,Basketball,Volleyball,Baseball,B,A slam dunk is performed in basketball,Easy
3575,Science,What is the study of living organisms called?,Physics,Chemistry,Biology,Geology,C,Biology is the study of living organisms,Easy
3576,Art,Which art movement did Monet belong to?,Cubism,Impressionism,Surrealism,Pop Art,B,Claude Monet was a leading Impressionist,Easy
3577,Music,How many beats are in a whole note?,1,2,3,4,D,A whole note gets 4 beats in 4/4 time,Easy
3578,Technology,What does CPU stand for?,Central Processing Unit,Computer Processing Unit,Central Program Unit,Computer Program Unit,A,CPU stands for Central Processing Unit,Easy
3579,Food,What is the main ingredient in hummus?,Lentils,Chickpeas,Black beans,Kidney beans,B,Hummus is primarily made from chickpeas,Easy
3580,Animals,How many chambers does a bird's heart have?,2,3,4,5,C,Birds have four-chambered hearts,Easy
3581,Science,What is the most abundant element in the universe?,Hydrogen,Helium,Oxygen,Carbon,A,Hydrogen is the most abundant element in the universe,Medium
3582,Science,Which organelle contains the cell's genetic material?,Mitochondria,Nucleus,Ribosome,Endoplasmic reticulum,B,The nucleus contains DNA and genetic material,Medium
3583,Science,What is the process by which plants lose water through leaves?,Photosynthesis,Transpiration,Respiration,Germination,B,Transpiration is water loss through plant leaves,Medium
3584,Math,What is the derivative of x²?,x,2x,x²,2x²,B,The derivative of x² is 2x,Medium
3585,Geography,Which African country has three capital cities?,South Africa,Nigeria,Kenya,Ghana,A,South Africa has Cape Town Pretoria and Bloemfontein as capitals,Medium
3586,Science,What is the half-life of Carbon-14?,1000 years,5730 years,10000 years,50000 years,B,Carbon-14 has a half-life of approximately 5730 years,Medium
3587,History,Which empire was ruled by Julius Caesar?,Greek Empire,Roman Empire,Byzantine Empire,Ottoman Empire,B,Julius Caesar was a leader of the Roman Empire,Medium
3588,Science,What is the speed of sound in air at room temperature?,300 m/s,343 m/s,400 m/s,500 m/s,B,Sound travels at about 343 m/s in air at 20°C,Medium
3589,Literature,Who wrote The Catcher in the Rye?,J.D. Salinger,Ernest Hemingway,Kurt Vonnegut,Jack Kerouac,A,J.D. Salinger wrote The Catcher in the Rye,Medium
3590,Sports,What is the maximum score possible in ten-pin bowling?,200,250,300,350,C,A perfect game in bowling scores 300 points,Medium
3591,Science,Which blood vessels have the thickest walls?,Veins,Arteries,Capillaries,Venules,B,Arteries have thick walls to handle high blood pressure,Medium
3592,Art,Which artist painted Guernica?,Salvador Dali,Pablo Picasso,Joan Miro,Francisco Goya,B,Pablo Picasso painted Guernica in 1937,Medium
3593,Music,What is the interval between C and G?,Perfect fourth,Perfect fifth,Major sixth,Octave,B,C to G is a perfect fifth interval,Medium
3594,Technology,What does HTTPS stand for?,HyperText Transfer Protocol Secure,HyperText Transfer Process Secure,HyperText Transport Protocol Secure,High Transfer Protocol Secure,A,HTTPS stands for HyperText Transfer Protocol Secure,Medium
3595,Food,Which hormone regulates blood sugar levels?,Adrenaline,Insulin,Cortisol,Growth hormone,B,Insulin regulates glucose levels in blood,Medium
3596,Animals,What is the gestation period of an elephant?,12 months,18 months,22 months,24 months,C,Elephants have a gestation period of about 22 months,Medium
3597,Science,What is the atomic number of carbon?,4,6,8,12,B,Carbon has an atomic number of 6,Medium
3598,Science,Which part of the brain controls voluntary muscle movements?,Cerebellum,Cerebrum,Brain stem,Hypothalamus,B,The cerebrum controls voluntary muscle movements,Medium
3599,Math,What is the sum of interior angles in a pentagon?,450°,540°,630°,720°,B,A pentagon's interior angles sum to 540°,Medium
3600,Geography,What is the deepest ocean trench?,Puerto Rico Trench,Japan Trench,Mariana Trench,Peru-Chile Trench,C,The Mariana Trench is the deepest point on Earth,Medium
